loss,accuracy,precision_1,recall_1,val_loss,val_accuracy,val_precision_1,val_recall_1
1.1637580394744873,0.6050381660461426,0.8856914043426514,0.4158240258693695,0.8585046529769897,0.6524316072463989,0.9080054759979248,0.5228101015090942
0.7301669716835022,0.7317227721214294,0.8996122479438782,0.5914760231971741,0.7345064878463745,0.6719501614570618,0.86379075050354,0.5683695077896118
0.6616780161857605,0.75164395570755,0.8847278356552124,0.6228834390640259,0.6573550701141357,0.7194408178329468,0.888920247554779,0.611961305141449
0.6297926902770996,0.7604895830154419,0.8765334486961365,0.6438539624214172,0.6294116973876953,0.7406233549118042,0.8943676352500916,0.6318321228027344
0.608984112739563,0.7682515978813171,0.8758578300476074,0.658003568649292,0.6363517045974731,0.7519919276237488,0.8800187706947327,0.6610187888145447
0.5974531173706055,0.7724605202674866,0.877724289894104,0.6651724576950073,0.613441526889801,0.734380304813385,0.8600329756736755,0.6402613520622253
0.5875788331031799,0.775112509727478,0.8782382011413574,0.6707159280776978,0.6159657835960388,0.7321211695671082,0.8476930260658264,0.642678439617157
0.5788232088088989,0.7775819897651672,0.878778874874115,0.6754039525985718,0.6208661794662476,0.7381576895713806,0.8412961363792419,0.6593791246414185
0.5705384612083435,0.7808156609535217,0.8792194724082947,0.6819853782653809,0.5967984199523926,0.7336272597312927,0.8440210223197937,0.6548000574111938
0.5654645562171936,0.7830570340156555,0.8796716332435608,0.6832743287086487,0.6189837455749512,0.7232910394668579,0.8215274810791016,0.6485449075698853
0.5593125224113464,0.7840379476547241,0.879124104976654,0.6873463988304138,0.6199716925621033,0.7101370096206665,0.8029190301895142,0.6441237926483154
0.5537844300270081,0.7850245833396912,0.8824222087860107,0.6880478858947754,0.6427385807037354,0.7071734070777893,0.8027747869491577,0.6423504948616028
0.5510466694831848,0.7857146859169006,0.8806323409080505,0.689736008644104,0.6116837859153748,0.7275300025939941,0.8197843432426453,0.6603021621704102
0.548214316368103,0.7874940633773804,0.8821519613265991,0.692022979259491,0.6048723459243774,0.717290997505188,0.7983302474021912,0.6573628783226013
0.5444821119308472,0.7884693145751953,0.8837740421295166,0.6930837631225586,0.6101105213165283,0.7253801822662354,0.8161584734916687,0.6645289659500122
0.5407963991165161,0.7893248200416565,0.8841553926467896,0.6939677596092224,0.6196919679641724,0.7271413207054138,0.8115274906158447,0.668318510055542
0.5397223830223083,0.7903798818588257,0.884349524974823,0.6954163312911987,0.6222869753837585,0.7181047201156616,0.8034883141517639,0.6602535843849182
0.5365146398544312,0.7912980914115906,0.8839583396911621,0.6982394456863403,0.6215422749519348,0.7175460457801819,0.8077988028526306,0.6557109951972961
0.5344642996788025,0.7913494110107422,0.8842716813087463,0.6969790458679199,0.6340829133987427,0.7233396768569946,0.8087565898895264,0.6602900624275208
0.5327956080436707,0.7915889620780945,0.8840959668159485,0.6985245943069458,0.6033320426940918,0.7281373143196106,0.7997449636459351,0.6702618598937988
0.5307977795600891,0.7919026613235474,0.8841591477394104,0.7000872492790222,0.5853148102760315,0.7362143397331238,0.8145235776901245,0.6743671894073486
0.5296758413314819,0.792233407497406,0.8852581977844238,0.6990036368370056,0.6282808184623718,0.7056429982185364,0.7752646207809448,0.6511198282241821
0.5277251601219177,0.7927923202514648,0.8834968209266663,0.7022031545639038,0.6017690300941467,0.7354248762130737,0.8082497119903564,0.6787640452384949
0.5250957608222961,0.793624997138977,0.8860151171684265,0.70061194896698,0.6143252849578857,0.7325948476791382,0.8082094788551331,0.6782296299934387
0.5241283178329468,0.7939842939376831,0.8865259885787964,0.7013647556304932,0.6059896945953369,0.7265826463699341,0.8064330220222473,0.6629378795623779
0.523949384689331,0.7932257652282715,0.8869619965553284,0.700343906879425,0.6056179404258728,0.7373560667037964,0.8176170587539673,0.6809502840042114
0.5210133790969849,0.7948569059371948,0.8850920796394348,0.7037487030029297,0.6151338219642639,0.7348054051399231,0.8113289475440979,0.6810839176177979
0.5204615592956543,0.7944576740264893,0.8863412737846375,0.7030586004257202,0.6180211901664734,0.7201331257820129,0.7968122363090515,0.6648812294006348
0.5191618204116821,0.7941610813140869,0.8861064314842224,0.7028875350952148,0.5739310383796692,0.7558178901672363,0.8411555290222168,0.6850556135177612
0.517227828502655,0.7951306104660034,0.8881298303604126,0.7036517262458801,0.6197077631950378,0.7183962464332581,0.7970362305641174,0.6539255976676941
0.5160388946533203,0.7952162027359009,0.8864935636520386,0.7047467231750488,0.6147421598434448,0.7233396768569946,0.8024922609329224,0.6609459519386292
0.5157302618026733,0.7953872680664062,0.8873939514160156,0.7045414447784424,0.5946680903434753,0.745931088924408,0.8341560363769531,0.6773186326026917
0.5135396122932434,0.7954785227775574,0.8871802091598511,0.7051003575325012,0.6078076958656311,0.732266902923584,0.8101851940155029,0.6631686091423035
